x1,x2,x3,x4,x5,x6,x7,x8,n,o1,o2
0.0217922395196707,0.356669361869185,0.014427617664648,0.0940429373150891,0.26070973568629,0.551960546780359,0.0382080287850499,0.421900754059619,14.1453041439621,9958.24330721933,-0.186743813130407
0.204234842306112,0.0197415202947992,0.269508776846113,0.624145177017965,0.963572340069139,0.991774917110696,0.038365075382574,0.957297163064264,2.87301695899713,7701.76412296165,-0.103196066861739
0.891056936649167,0.0911997957579791,0.674332039279087,0.744091110184831,0.685407937357858,0.690610341118002,0.587840416276753,0.285380808303776,1.4073785638471,2215.51643975088,-0.0644687919149863
0.214850500326068,0.562644492631147,0.0852299984941399,0.531988300165156,0.130185662363742,0.568566057164486,0.825916166336237,0.0153621588905166,4.22928625402473,4971.61203846555,-0.141498299192865
0.375732248358304,0.272462347649253,0.245285549780953,0.0659761769072973,0.0104372329127217,0.929324080669006,0.814935356292378,0.0961364759579936,1.92749167742557,4140.32282867829,-0.0552413854236653
0.123254166507746,0.216688213970833,0.590261378134723,0.0804377859832895,0.105790596970259,0.591058759759673,0.387735671078663,0.450183917977933,11.4005973573777,4065.3825922578,-0.219066962049522
0.652102628095123,0.0898586283856345,0.0269671478434313,0.591064098566335,0.412739908049228,0.302803454130331,0.314427561738727,0.146763352745568,1.94835208400542,626.507472513652,-0.034452764902215
0.75316240533868,0.0195356537678911,0.670629193852949,0.640288671776787,0.0841254322250026,0.677510823438648,0.99715496320145,0.85914700704587,3.24261653993401,4162.45859216065,-0.16478890578447
0.397110240718867,0.317750263641472,0.45892083247142,0.353570584838079,0.0332600879637804,0.695579534720434,0.600204813107943,0.412663909333136,3.23287570580508,5077.76934333103,-0.134167933081092
0.998213530051621,0.0798473931289499,0.369399103508051,0.374180319893258,0.823639659594577,0.895671554326858,0.219831780167218,0.121719224435147,5.06911334491759,6398.02044078611,-0.230533137689391
0.402079587810696,0.272462347649253,0.222569738084544,0.0659761769072973,0.0104372329127217,0.929324080669006,0.814935356292378,0.0495119418011655,1.92749167742557,4176.10840197035,-0.0544757900973939
0.194016560102879,0.0293272775332856,0.269508776846113,0.624145177017965,0.963572340069139,0.999334489722344,0.108557455473121,0.982284238271425,2.07147750413047,4230.56172095996,-0.0553339096266893
0.760108372985095,0.158213541194324,0.385041485702124,0.374180319893258,0.823639659594577,0.895466720707524,0.219831780167218,0.121719224435147,5.06911334491759,7364.64604109878,-0.224657161824975
0.123254166507746,0.216688213970833,0.0199210921648382,0.0877316903213224,0.0997659984086367,0.591058759759673,0.287076368385612,0.146285733128405,10.0729015271045,6480.28846460288,-0.113461459171592
0.214850500326068,0.562644492631147,0.0852299984941399,0.531988300165156,0.14679549130507,0.568566057164486,0.825916166336237,0.0153621588905166,4.22928625402473,4971.61203846555,-0.141498299192865
0.0217922395196707,0.356669361869185,0.014427617664648,0.0940429373150891,0.26070973568629,0.551960546780359,0.0382080287850499,0.387730485045422,14.1453041439621,9958.24330721933,-0.186743813130407
0.891056936649167,0.0911997957579791,0.674332039279087,0.744091110184831,0.656718143207965,0.690610341118002,0.718337240958365,0.285380808303776,1.4073785638471,2215.51643975087,-0.0644687919149863
0.998213530051621,0.0705732775122054,0.333467999204164,0.374180319893258,0.82239969641608,0.895671554326858,0.115973318891203,0.121719224435147,5.06911334491759,6499.1037849637,-0.222418158210657
0.448216820810091,0.018100393825053,0.92097281774072,0.334779685057216,0.576605723507984,0.189724366268946,0.949585962551453,0.62433037548287,2.10895012879536,2319.71892411568,-0.0988925731451689
0.477434754169321,0.301072333448164,0.738357386591464,0.349829117170325,0.00129468196952775,0.695579534720434,0.907148123829625,0.420878390377404,3.82926623466194,7133.00739145279,-0.234611338845912
0.652102628095123,0.0928641290169999,0.0269671478434313,0.591064098566335,0.675669293497107,0.815643314852175,0.3161381496951,0.146567424147654,4.22602190351313,4988.47300253022,-0.111893982008576
0.214850500326068,0.562644492631147,0.0852299984941399,0.531988300165156,0.0775556896629232,0.568566057164486,0.825916166336237,0.0153621588905166,4.22928625402473,4971.61203846555,-0.141498299192865
0.375732248358304,0.281733361560647,0.863106850519339,0.65321771028443,0.0208406565886645,0.967163012601373,0.814935356292378,0.0958700742920192,1.92749167742557,3530.65375897495,-0.144891245466869
0.740965550644773,0.441420612705682,0.210588038171508,0.0316512875355917,0.738040670809389,0.929360154263674,0.555434057747682,0.149384076642406,4.09076058077196,6838.54045145669,-0.16836762416051
0.0738174904698072,0.0911997957579791,0.667035359423232,0.203840568696425,0.668572033539163,0.690610341118002,0.624668944126846,0.116943390034335,4.97867292816701,8674.40279942834,-0.161159355001343
0.201502940084881,0.189820556577239,0.269508776846113,0.618344794107512,0.465378146280153,0.991774917110696,0.4744890149564,0.957297163064264,2.69069339578291,7272.25548115926,-0.115593452549167
0.458879131938714,0.0911997957579791,0.673155247918857,0.266098611284504,0.0090321889645732,0.690610341118002,0.587840416276753,0.285380808303776,1.4073785638471,2180.65540330419,-0.0472217406357316
0.760108372985095,0.158213541194324,0.385041485702124,0.37661871838636,0.823639659594577,0.895783531893054,0.819340213065733,0.121944705895504,5.05338693032022,10174.6710032929,-0.244786102022441
0.375732248358304,0.272462347649253,0.245285549780953,0.0635415092140661,0.0104372329127217,0.929007269483476,0.215426553986092,0.0959109944976363,1.92749167742557,694.183766633797,-0.0356022349847978
0.998213530051621,0.0798473931289499,0.362119806142837,0.33371787789695,0.568276809149448,0.946064563011355,0.222036941646419,0.127278760439791,5.06911334491759,6420.31835291144,-0.223141364667877
0.448216820810091,0.018100393825053,0.928169020595324,0.375242127053523,0.831968573777547,0.189724366268946,0.946801991926404,0.618772301690611,2.10895012879536,4049.14569486073,-0.116657126794957
0.469572385526063,0.212249568908067,0.580039211808197,0.664493555853783,0.408729720216474,0.809489124461191,0.396436896033165,0.5233287571659,2.40610250568143,4464.42991229386,-0.119203906601446
0.194016560102879,0.0293272775332856,0.269508776846113,0.615668466132162,0.963572340069139,0.999334489722344,0.632009191394514,0.982284238271425,2.08011045652446,4230.56172095996,-0.0553339096266894
0.0217922395196707,0.356669361869185,0.597048232707756,0.0806782480746723,0.105544926023234,0.551960546780359,0.393951115537557,0.421900754059619,14.233121665102,5560.88775106013,-0.322119848627417
0.123254166507746,0.216688213970833,0.0731235463566682,0.0938024752237063,0.260955406662814,0.591058759759673,0.0286898063594715,0.450183917977933,11.3127713458664,7319.68882620567,-0.135401088221818
0.198670172980426,0.879465079692094,0.814247968520153,0.295350197840179,0.596947020855514,0.894854830994669,0.623914450697535,0.0758618651473393,1.25763862084838,1151.52107406909,-0.0962392697289011
0.578522156304961,0.213355142656115,0.269508776846113,0.618344794107512,0.464095969240084,0.991774917110696,0.47678256536687,0.989576172688107,2.69069339578291,7071.79130002151,-0.143562131868984
0.389706934968905,0.833386476933685,0.451058961980804,0.353570584838079,0.686205838568267,0.695579534720434,0.600204813107943,0.409909743043509,1.49705685873068,1634.3918739595,-0.0739045967491021
0.891056936649167,0.0911997957579791,0.674332039279087,0.209166843188849,0.656718143207965,0.766353111053219,0.718353852348018,0.290465089855566,1.26912483145715,2237.33760619075,-0.0537266417524944
0.00658960484167209,0.0928641290169999,0.0273114793360569,0.103913947397345,0.675669293497107,0.547092850480189,0.0568427135412964,0.148578168732126,4.22602190351313,3886.63328512179,-0.0292808786875945
0.998213530051621,0.0631621107672981,0.333467999204164,0.389208647111731,0.82239969641608,0.929241076111816,0.0892985614470604,0.121576185846344,5.07391669144602,6518.07939665793,-0.224827011409974
0.740965550644773,0.448850485635876,0.210588038171508,0.0178735563108194,0.738040670809389,0.895790632478716,0.58212577106115,0.149527115231209,4.08595723424353,6797.40783833355,-0.168928420171424
0.972512115552637,0.0705732775122054,0.295380152846672,0.375777396730128,0.813669756883768,0.569539048573714,0.115973318891203,0.0161547610733481,5.06911334491759,4349.41246723785,-0.192581659003879
0.233861049633327,0.562644492631147,0.0152870950944654,0.530391223328286,0.138924102351076,0.894698440498727,0.842479937145085,0.120932676533284,4.22928625402473,4804.08539685249,-0.129191860907889
0.400497808706247,0.189820556577239,0.269508776846113,0.558944219972358,0.465378146280153,0.991774917110696,0.601824664112879,0.998684859361733,2.69069339578291,7120.56081661221,-0.121275615768545
0.111285115219383,0.357080748478693,0.573393740890958,0.337105169583627,0.0874434165438859,0.18688065772634,0.967781441528237,0.619513865478916,1.97826794082477,2428.42714564045,-0.0788944579210484
0.268995489516881,0.562644492631147,0.0852299984941399,0.552508455803318,0.130185662363742,0.568566057164486,0.825916166336237,0.0153621588905166,4.22928625402473,5045.54717185942,-0.149122013093743
0.652102628095123,0.0928641290169999,0.0269671478434313,0.591064098566335,0.675669293497107,0.815643314852175,0.3161381496951,0.146567424147654,4.22602190351313,4988.47300253021,-0.111893982008576
0.763043114690829,0.160872049135771,0.38437576738071,0.374180319893258,0.823639659594577,0.895671554326858,0.252884639920747,0.121719224435147,5.06911334491759,7368.98355707288,-0.221367140458207
0.992788651042201,0.0771888851880104,0.370064821829465,0.374180319893258,0.823639659594577,0.895466720707524,0.219831780167218,0.121719224435147,5.06911334491759,6464.58234168976,-0.229600231220962
0.477434754169321,0.301072333448164,0.738357386591464,0.636539899239951,0.0848470164203011,0.645509089416285,0.906492196745377,0.418730069404633,3.82926623466194,5498.61673325268,-0.260934693193917
0.75316240533868,0.0195356537678911,0.670629193852949,0.353577889707169,0.00136983528198903,0.69650366449615,0.921539371726143,0.861295100318255,3.24261653993401,4885.8420207996,-0.145180064785793
0.0217922395196707,0.479712243540644,0.014427617664648,0.090748290995618,0.26070973568629,0.557079536400889,0.0382722192075953,0.425679535768607,13.5155688943386,8872.88367101569,-0.211424938594378
